4830,ActorID,Name,Date of Birth,Birth City,Birth Country,Height (Inches),Biography,Gender,Ethnicity,NetWorth
4955,125.0,Pat Carroll,5/5/1927,Shreveport,USA,62.0,"She has played everything from chatterbox wives to wicked stepsisters on TV, and from Gertrude Stein to Shakespeare's Falstaff on stage. At age 80 plus, the plucky comedienne shows no signs of stopping any time soon. The riotous Pat Carroll was born in Shreveport, Louisiana in 1927, the daughter of Kathryn Angela Meagher and Maurice Clifton ...",Female, ,
4956,126.0,Paddi Edwards,3/8/1931,Bristol,UK,,"Paddi Edwards was born on March 8, 1931 in Bristol, England as Patricia Mary Ursula Edwards. She was an actress, known for Hercules (1997), The Little Mermaid (1989) and Halloween III: Season of the Witch (1982). She died on October 18, 1999 in Encino, California, USA.",Female,White,
4957,127.0,Buddy Hackett,8/31/1924,Brooklyn,USA,66.0,"Brooklyn-born Buddy Hackett was known mainly as a nightclub comic, especially in Las Vegas, where he first performed in 1952 and wound up being one of the biggest headliners in that city's history. Hackett always referred to himself as a ""saloon comic"" and preferred the intimacy of his stage act--where he would often bring members of the audience ...",Male,White,
4958,128.0,Jason Marin,7/25/1974,Brooklyn,USA,,"Jason Marin was born on July 25, 1974 in Brooklyn, New York, USA. He is an actor, known for Back to the Future (1985), The Little Mermaid (1989) and Moving (1988).",Male,White,
4959,129.0,Kenneth Mars,4/4/1935,Chicago,USA,75.0,"Kenneth Mars was born on April 4, 1935 in Chicago, Illinois, USA. He was an actor, known for Young Frankenstein (1974), The Producers (1967) and The Little Mermaid (1989). He was married to Barbara Newborn. He died on February 12, 2011 in Granada Hills, Los Angeles, California, USA.",Male,White,
4960,130.0,Edie McClurg,7/23/1945,Kansas City,USA,,"Born on July 23, 1945 in Kansas City, Missouri, Edie McClurg began her performing career at age five with the oxymoronic Kansas City Rhythm Kids. She retired when the dance teacher was arrested on a morals charge for ""dating"" the tall and lissome, yet underage, star dancer in the troupe. That girl's big number culminated with a back-bend where ...",Female,White,
4961,131.0,Michael J. Fox,6/9/1961,Edmonton,Canada,64.0,"Michael J. Fox was born Michael Andrew Fox on June 9, 1961 in Edmonton, Alberta, Canada, to Phyllis Fox (n�e Piper), a payroll clerk, and William Fox. His parents moved their 10-year-old son, his three sisters, Kelli Fox, Karen, and Jacki, and his brother Steven, to Vancouver, British Columbia, after his father, a sergeant in the Canadian Army ...",Male,White,
4962,132.0,Christopher Lloyd,10/22/1938,Stamford,USA,73.0,"Christopher Lloyd was born on October 22, 1938 in Stamford, Connecticut, USA as Christopher Allen Lloyd. He is an actor, known for Back to the Future (1985), Clue (1985) and Who Framed Roger Rabbit (1988). He has been married to Lisa Loiacono since November 23, 2016. He was previously married to Jane Walker Wood, Carol Ann Vanek, Kay Tornborg and ...",Male,White,
4963,133.0,Lea Thompson,5/31/1961,Rochester,USA,63.0,"Lea Katherine Thompson was born on May 31, 1961, in Rochester, Minnesota. She is the youngest of five children. Her parents are Barbara Anne (Barry) and Clifford Elwin ""Cliff"" Thompson. Since all her siblings were much older than she, Lea says it seemed like she had more than two parents. The family lived in the Starlight Motel, all the kids ...",Female,White,
4964,134.0,Thomas F. Wilson,4/15/1959,Philadelphia,USA,74.0,"Tom Wilson is a creative artist whose professional career has explored almost every imaginable artistic discipline, blending them into a unique and very individual declaration of a life in the arts. A man of fervent but private faith his whole life, the last few years have been interesting, with hundreds of invitations to speak at conferences and ...",Male,White,
4965,135.0,Elisabeth Shue,10/6/1963,Wilmington,USA,62.0,"Elisabeth Shue was born in Wilmington, Delaware, to Anne Brewster (Wells), who worked for the Chemical Banking Corporation, and James William Shue, a lawyer and real estate developer. She is of German and English ancestry, including descent from Mayflower passengers. Shue's parents divorced while she was in the fourth grade. Owing to the ...",Female,"White
",
4966,136.0,James Tolkan,6/20/1931,Calumet,USA,66.0,"Fiery, forceful and intimidating character actor James Tolkan has carved out a nice little niche for himself in both movies and television alike as a formidable portrayer of fierce and flinty hard-boiled tough guy types. James Stewart Tolkan was born on June 20, 1931 in Calumet, Michigan. His father, Ralph M. Tolkan, was a cattle dealer. James ...",Male,White,
4967,137.0,Jeffrey Weissman,10/2/1958,,,69.0,"Jeffrey Weissman has been performing as an actor since taking to the stage in 1972. He started in film in 1977, Jeffrey has co-starred in dozens of film and television productions. He had been screen testing for leads in various films during the early 1980's, and landed his first co-star role in 1982 in George Miller's ""Nightmare at 30,000 Feet"" ...",Male,White,
4968,138.0,Casey Siemaszko,3/17/1961,Chicago,USA,68.0,"Casey Siemaszko is an extremely versatile American actor, known for his roles in the 1980s 'Brat Pack' films, although over the last three decades he has notched up an impressive 60 plus Film and TV appearances. Siemaszko was born in Chicago, Illinois, to a Polish father and a British mother. His sister is actress Nina Siemaszko. His first film ...",Male,White,
4969,139.0,Billy Zane,2/24/1966,Chicago,USA,72.0,"William George Zane, better known as Billy Zane, was born on February 24, 1966 in Chicago, Illinois, to Thalia (Colovos) and William Zane, both of Greek ancestry. His parents were amateur actors and managed a medical technical school. Billy has an older sister, actress and singer Lisa Zane. Billy was bitten by the acting bug early on. In his early...",Male,White,
4970,140.0,Harrison Ford,7/13/1942,Chicago,USA,72.0,"Harrison Ford was born on July 13, 1942 in Chicago, Illinois, to Dorothy (Nidelman), a radio actress, and Christopher Ford (born John William Ford), an actor turned advertising executive. His father was of Irish and German ancestry, while his maternal grandparents were Jewish emigrants from Minsk, Belarus. Harrison was a lackluster student at ...",Male,white,
4971,141.0,Sean Connery,8/25/1930,Edinburgh,UK,74.0,"The tall, handsome and muscular Scottish actor Sean Connery is best known for being the original actor to portray the character of James Bond in the hugely successful movie franchise, starring in seven films between 1962 and 1983. Some believed that such a career-defining role might leave him unable to escape it, but he proved the doubters wrong, ...",Male,white,
4972,142.0,Denholm Elliott,5/31/1922,Ealing,UK,61.0,"Much-loved character actor who specialised in playing slightly sleazy/slightly eccentric and often flawed upper middle class English gentlemen. His career spanned nearly 40 years, becoming a well-known face both in Britain and in the States.",Male,white,
4973,143.0,Alison Doody,11/11/1966,Dublin,Ireland,69.0,"Alison Doody was born in Dublin in 1966, in a well-off family. She is the youngest of three children. She was educated in a convent, where she gained a passion for the arts. She later studied at the National College of Fine Arts in Dublin, but left because she lacked the motivation and thought she would take a year off to think it out. Meanwhile, ...",Female,white,
4974,144.0,John Rhys-Davies,5/5/1944,Ammanford,UK,73.0,"Welsh actor John Rhys-Davies was born in Ammanford, Carmarthenshire, Wales, to Mary Margaretta Phyllis (nee Jones), a nurse, and Rhys Davies, a mechanical engineer and Colonial Officer. He graduated from the University of East Anglia and is probably best known to film audiences for his roles in the blockbuster hits Raiders of the Lost Ark (1981) ...",Male,white,
4975,145.0,Julian Glover,3/27/1935,London,UK,74.0,"Julian Wyatt Glover was born on March 27, 1935 in Hampstead, London, England, to Honor Ellen Morgan (Wyatt), a BBC journalist, and Claude Gordon Glover, a BBC radio producer. He is of English, Scottish and Welsh ancestry. Primarily a classical stage actor, Glover trained at the National Youth Theatre, performed with the Royal Shakespeare Company ...",Male,white,
4976,146.0,River Phoenix,8/23/1970,Madras,USA,61.0,"River Phoenix was born River Jude Bottom in Madras, Oregon. His mother, Arlyn (Dunetz), a Bronx-born secretary, and his father, John Bottom, a carpenter, met in California in 1968. They worked as itinerant fruit pickers, and later joined the Children of God religious group (John was originally Catholic, while Arlyn was born Jewish). By the time ...",Male,white,
4977,147.0,Michael Byrne,11/7/1943,London,UK,69.0,"Michael Byrne was born on November 7, 1943 in London, England. He is an actor, known for Indiana Jones and the Last Crusade (1989), Tomorrow Never Dies (1997) and The Sum of All Fears (2002).",Male,white,
4978,148.0,Kevork Malikyan,6/2/1943,Turkey,,66.0,"Kevork is a British actor of Armenian descent, born in Diyarbakir. He spent seven years training for priesthood at the Holy Cross Seminary, in Istanbul. He received his acting,and,teaching qualifications from Rose Bruford College,(1964-67). His first major film was Midnight Express, followed by, Indiana Jones and The Last Crusade. His first major ...",Male,armenian ,
4979,149.0,Sally Field,11/6/1946,Pasadena,USA,62.0,"Sally Margaret Field was born in 1946 in Pasadena, California, to actress Margaret Field (n�e Morlan) and salesman Richard Dryden Field. Her parents divorced in 1950 and her mother then married stuntman Jock Mahoney, and they had a daughter, Princess O'Mahoney. She also has a brother, Richard Field. Sally attended Birmingham High School in Van ...",Female,White,
4980,150.0,Dolly Parton,1/19/1946,Sevierville,USA,60.0,"Dolly Rebecca Parton was born on January 19, 1946, one of 12 children of Robert Lee Parton, a tobacco farmer, and Avie Lee Parton (n�e Owens). Dolly grew up on a run-down farm in Locust Ridge, Tennessee. At 12, she was appearing on Knoxville TV and, at 13, she was already recording on a small label and appearing at the Grand Ole Opry. After ...",Female,White,
4981,151.0,Shirley MacLaine,4/24/1934,Richmond,USA,67.0,"Shirley MacLaine was born Shirley MacLean Beaty in Richmond, Virginia. Her mother, Kathlyn Corinne (MacLean), was a drama teacher from Nova Scotia, Canada, and her father, Ira Owens Beaty, a professor of psychology and real estate agent, was from Virginia. Her brother, Warren Beatty, was born on March 30, 1937. Her ancestry includes English and ...",Female,White,
4982,152.0,Daryl Hannah,12/3/1960,Chicago,USA,61.0,"Daryl Christine Hannah was born and raised in Chicago, Illinois. She is the daughter of Susan Jeanne (Metzger), a schoolteacher and later a producer, and Donald Christian Hannah, who owned a tugboat/barge company. Her stepfather was music journalist/promoter Jerrold Wexler. Her siblings are Page Hannah, Don Hannah and Tanya Wexler. She has ...",Female,White,
4983,153.0,Julia Roberts,10/28/1967,Smyrna,USA,69.0,"Julia Fiona Roberts never dreamed she would become the most popular actress in America. She was born in Smyrna, Georgia, to Betty Lou (Bredemus) and Walter Grady Roberts, one-time actors and playwrights, and is of English, Irish, Scottish, Welsh, German, and Swedish descent. As a child, due to her love of animals, Julia originally wanted to be a ...",Female,White,
4984,154.0,Tom Skerritt,8/25/1933,Detroit,USA,61.0,"Lean, ruggedly handsome leading man and supporting actor whose ""outdoor"" looks have improved with age, Tom Skerritt attended Wayne State University and UCLA. He was first noticed in a UCLA production of ""The Rainmaker"" before making his movie debut in War Hunt (1962). However, he spent most of the next decade in television, regularly appearing in ...",Male,White,
4985,155.0,Sam Shepard,11/5/1943,Fort Sheridan,USA,74.0,"Sam Shepard was born Samuel Shepard Rogers in Fort Sheridan, IL, to Jane Elaine (Schook), a teacher, and Samuel Shepard Rogers, a teacher and farmer who was also in the army. As the eldest son of a US Army officer (and WWII bomber pilot), Shepard spent his early childhood moving from base to base around the US until finally settling in Duarte, CA....",Male,"White
",
4986,156.0,Dylan McDermott,10/26/1961,Waterbury,USA,72.0,"A Golden Globe winner and Emmy nominee, Dylan McDermott has proved his talent in film, television and theater. He was born Mark Anthony McDermott in Waterbury, Connecticut, to Diane (Marino) and Richard McDermott. Diane was 15 and Richard was 17 when Dylan was born. Richard earned money by hustling pool. Dylan is of Italian (from his maternal ...",Male,"White
",
4987,157.0,Judith Hoag,6/29/1968,Newburyport,USA,67.0,"Judith Hoag was born on June 29, 1968 in Newburyport, Massachusetts, USA. She is an actress, known for Armageddon (1998), Teenage Mutant Ninja Turtles (1990) and Hitchcock (2012). She was previously married to Vince Grant.",Female,"White
",
4988,158.0,Elias Koteas,3/11/1961,Montr�al,Canada,61.0,"Elias Koteas was born on March 11, 1961, in Montreal, Canada. Both his parents are of Greek descent. Elias attended Vanier College in Montreal before leaving to attend the American Academy of Dramatic Arts in New York City in 1981, of which he is a graduate. He also attended the Actors Studio in New York City, where he studied acting under Ellen ...",Male,White,
